image_name,Type_1,Type_2,Type_3
22.jpg,0.0,0.0,1.0
220.jpg,0.0,0.0,1.0
221.jpg,0.0,0.0,1.0
222.jpg,0.0,0.0,1.0
223.jpg,0.0,0.0,1.0
224.jpg,5.03041e-15,0.0,1.0
225.jpg,4.71438e-16,0.0,1.0
226.jpg,5.41508e-35,0.0,1.0
227.jpg,4.34657e-24,0.0,1.0
228.jpg,5.83113e-38,0.0,1.0
229.jpg,1.46112e-21,0.0,1.0
23.jpg,0.0,0.0,1.0
230.jpg,0.0,0.0,1.0
231.jpg,6.17061e-08,0.0,1.0
232.jpg,0.0,0.0,1.0
233.jpg,0.999978,0.0,2.19035e-05
234.jpg,5.38048e-37,0.0,1.0
235.jpg,3.29064e-36,0.0,1.0
236.jpg,5.01961e-27,0.0,1.0
237.jpg,0.0,0.0,1.0
238.jpg,6.39871e-33,0.0,1.0
239.jpg,0.0,0.0,1.0
24.jpg,0.0,0.0,1.0
240.jpg,0.0,0.0,1.0
241.jpg,0.0,0.0,1.0
242.jpg,0.0,0.0,1.0
243.jpg,0.0,0.0,1.0
244.jpg,0.0,0.0,1.0
245.jpg,0.0,0.0,1.0
246.jpg,7.41251e-05,0.0,0.999926
247.jpg,0.0,0.0,1.0
248.jpg,3.02924e-27,0.0,1.0
249.jpg,0.0,0.0,1.0
25.jpg,0.0,0.0,1.0
250.jpg,0.0,0.0,1.0
251.jpg,0.0,0.0,1.0
252.jpg,8.50631e-37,0.0,1.0
253.jpg,0.0,0.0,1.0
254.jpg,2.10506e-36,0.0,1.0
255.jpg,2.52583e-36,0.0,1.0
256.jpg,0.0,0.0,1.0
257.jpg,0.0,0.0,1.0
258.jpg,0.0,0.0,1.0
259.jpg,0.0,0.0,1.0
26.jpg,0.0,0.0,1.0
260.jpg,0.0,0.0,1.0
261.jpg,3.0674e-38,0.0,1.0
262.jpg,4.74472e-05,0.0,0.999953
263.jpg,9.57042e-33,0.0,1.0
264.jpg,0.0,0.0,1.0
265.jpg,0.0,0.0,1.0
266.jpg,1.79996e-31,0.0,1.0
267.jpg,0.0,0.0,1.0
268.jpg,0.0,0.0,1.0
269.jpg,0.0,0.0,1.0
27.jpg,0.0,0.0,1.0
270.jpg,0.0,0.0,1.0
271.jpg,0.0,0.0,1.0
272.jpg,0.0,0.0,1.0
273.jpg,5.91592e-25,0.0,1.0
274.jpg,2.11335e-26,0.0,1.0
275.jpg,6.67748e-34,0.0,1.0
276.jpg,0.0,0.0,1.0
277.jpg,0.0,0.0,1.0
278.jpg,6.25684e-31,0.0,1.0
279.jpg,0.0,0.0,1.0
28.jpg,0.0,0.0,1.0
280.jpg,3.48496e-18,0.0,1.0
281.jpg,0.0,0.0,1.0
282.jpg,0.0,0.0,1.0
283.jpg,0.0,0.0,1.0
284.jpg,3.50744e-25,0.0,1.0
285.jpg,1.74933e-37,0.0,1.0
286.jpg,0.0,0.0,1.0
287.jpg,6.54585e-13,0.0,1.0
288.jpg,0.0,0.0,1.0
289.jpg,0.0,0.0,1.0
29.jpg,0.0,0.0,1.0
290.jpg,0.853308,0.0,0.146692
291.jpg,3.44485e-31,0.0,1.0
292.jpg,1.0,0.0,0.0
293.jpg,0.0,0.0,1.0
294.jpg,0.0,0.0,1.0
295.jpg,0.0,0.0,1.0
296.jpg,9.22886e-37,0.0,1.0
297.jpg,4.19398e-11,0.0,1.0
298.jpg,0.0,0.0,1.0
299.jpg,0.0,0.0,1.0
3.jpg,0.0,0.0,1.0
30.jpg,1.02778e-31,0.0,1.0
300.jpg,0.0,0.0,1.0
301.jpg,0.626835,0.0,0.373165
302.jpg,1.49243e-16,0.0,1.0
303.jpg,0.0,0.0,1.0
304.jpg,1.738e-24,0.0,1.0
305.jpg,0.0,0.0,1.0
306.jpg,0.0,0.0,1.0
307.jpg,0.0,0.0,1.0
308.jpg,0.0,0.0,1.0
309.jpg,2.35552e-31,0.0,1.0
31.jpg,1.75042e-27,0.0,1.0
310.jpg,6.43422e-27,0.0,1.0
311.jpg,0.0,0.0,1.0
312.jpg,0.0,0.0,1.0
313.jpg,6.18801e-36,0.0,1.0
314.jpg,0.0,0.0,1.0
315.jpg,0.0,0.0,1.0
316.jpg,5.96582e-34,0.0,1.0
317.jpg,0.0,0.0,1.0
318.jpg,0.0,0.0,1.0
319.jpg,1.0,0.0,6.70541e-11
32.jpg,0.0,0.0,1.0
320.jpg,0.0,0.0,1.0
321.jpg,0.0,0.0,1.0
322.jpg,0.0,0.0,1.0
323.jpg,0.0,0.0,1.0
324.jpg,0.0,0.0,1.0
325.jpg,0.0,0.0,1.0
326.jpg,0.0,0.0,1.0
327.jpg,4.30375e-30,0.0,1.0
328.jpg,7.36184e-25,0.0,1.0
329.jpg,1.23325e-37,0.0,1.0
33.jpg,0.0,0.0,1.0
330.jpg,0.0,0.0,1.0
331.jpg,0.0,0.0,1.0
332.jpg,0.0,0.0,1.0
333.jpg,0.0,0.0,1.0
334.jpg,0.0,0.0,1.0
335.jpg,0.0,0.0,1.0
336.jpg,0.0,0.0,1.0
337.jpg,3.9052e-29,0.0,1.0
338.jpg,0.0,0.0,1.0
339.jpg,0.0,0.0,1.0
34.jpg,0.0,0.0,1.0
340.jpg,6.63934e-30,0.0,1.0
341.jpg,2.49992e-22,0.0,1.0
342.jpg,3.63792e-24,0.0,1.0
343.jpg,0.0,0.0,1.0
344.jpg,0.0,0.0,1.0
345.jpg,0.0,0.0,1.0
346.jpg,1.57674e-19,0.0,1.0
347.jpg,0.0,0.0,1.0
348.jpg,2.2149e-36,0.0,1.0
349.jpg,0.0,0.0,1.0
35.jpg,3.52309e-35,0.0,1.0
350.jpg,0.0,0.0,1.0
351.jpg,0.0,0.0,1.0
352.jpg,0.0,0.0,1.0
353.jpg,0.0,0.0,1.0
354.jpg,0.0,0.0,1.0
355.jpg,1.77541e-35,0.0,1.0
356.jpg,2.16369e-31,0.0,1.0
357.jpg,0.0,0.0,1.0
358.jpg,3.38839e-38,0.0,1.0
359.jpg,0.0,0.0,1.0
36.jpg,0.0,0.0,1.0
360.jpg,0.0,0.0,1.0
361.jpg,0.0,0.0,1.0
362.jpg,0.0,0.0,1.0
363.jpg,8.05846e-09,0.0,1.0
364.jpg,0.0,0.0,1.0
365.jpg,7.18733e-25,0.0,1.0
366.jpg,0.0,0.0,1.0
367.jpg,0.0,0.0,1.0
368.jpg,0.0,0.0,1.0
369.jpg,1.39529e-37,0.0,1.0
37.jpg,1.33706e-38,0.0,1.0
370.jpg,0.0,0.0,1.0
371.jpg,0.0,0.0,1.0
372.jpg,0.0,0.0,1.0
373.jpg,9.82389e-29,0.0,1.0
374.jpg,0.0,0.0,1.0
375.jpg,3.0535e-37,0.0,1.0
376.jpg,7.34895e-27,0.0,1.0
377.jpg,1.1105e-23,0.0,1.0
378.jpg,1.86817e-31,0.0,1.0
379.jpg,0.0,0.0,1.0
38.jpg,0.0,0.0,1.0
380.jpg,0.0,0.0,1.0
381.jpg,0.0,0.0,1.0
382.jpg,2.33381e-32,0.0,1.0
383.jpg,0.0,0.0,1.0
384.jpg,0.0,0.0,1.0
385.jpg,0.0,0.0,1.0
386.jpg,4.96157e-25,0.0,1.0
387.jpg,0.0,0.0,1.0
388.jpg,2.27152e-24,0.0,1.0
389.jpg,3.09606e-33,0.0,1.0
39.jpg,1.37195e-33,0.0,1.0
390.jpg,4.88053e-38,0.0,1.0
391.jpg,0.0,0.0,1.0
392.jpg,9.01189e-36,0.0,1.0
393.jpg,5.23321e-33,0.0,1.0
394.jpg,2.05545e-34,0.0,1.0
395.jpg,0.0,0.0,1.0
396.jpg,1.07067e-25,0.0,1.0
397.jpg,0.0,0.0,1.0
398.jpg,0.0,0.0,1.0
399.jpg,0.0,0.0,1.0
4.jpg,0.0,0.0,1.0
40.jpg,2.36795e-19,0.0,1.0
400.jpg,0.0,0.0,1.0
401.jpg,0.0,0.0,1.0
402.jpg,2.53828e-32,0.0,1.0
403.jpg,0.0,0.0,1.0
404.jpg,0.0,0.0,1.0
405.jpg,3.25617e-26,0.0,1.0
406.jpg,0.0,0.0,1.0
407.jpg,3.86405e-37,0.0,1.0
408.jpg,0.0,0.0,1.0
409.jpg,9.01006e-37,0.0,1.0
41.jpg,0.0,0.0,1.0
410.jpg,9.65388e-31,0.0,1.0
411.jpg,6.72189e-29,0.0,1.0
412.jpg,0.0,0.0,1.0
413.jpg,4.36966e-32,0.0,1.0
414.jpg,8.98422e-36,0.0,1.0
415.jpg,0.0,0.0,1.0
416.jpg,0.0,0.0,1.0
417.jpg,0.0,0.0,1.0
418.jpg,0.0,0.0,1.0
419.jpg,0.0,0.0,1.0
42.jpg,0.0,0.0,1.0
420.jpg,0.0,0.0,1.0
421.jpg,0.0,0.0,1.0
422.jpg,7.43959e-31,0.0,1.0
423.jpg,0.0,0.0,1.0
424.jpg,0.0,0.0,1.0
425.jpg,0.0,0.0,1.0
426.jpg,1.64046e-20,0.0,1.0
427.jpg,4.48169e-23,0.0,1.0
428.jpg,0.0,0.0,1.0
429.jpg,0.0,0.0,1.0
43.jpg,0.0,0.0,1.0
430.jpg,3.66256e-29,0.0,1.0
431.jpg,0.0,0.0,1.0
432.jpg,0.0,0.0,1.0
433.jpg,9.87578e-30,0.0,1.0
434.jpg,1.34874e-22,0.0,1.0
435.jpg,0.0,0.0,1.0
436.jpg,1.45331e-32,0.0,1.0
437.jpg,7.60649e-25,0.0,1.0
438.jpg,6.35792e-37,0.0,1.0
439.jpg,3.11658e-33,0.0,1.0
44.jpg,0.0,0.0,1.0
440.jpg,0.0,0.0,1.0
441.jpg,1.71504e-33,0.0,1.0
442.jpg,1.48643e-36,0.0,1.0
443.jpg,0.0,0.0,1.0
444.jpg,5.85822e-35,0.0,1.0
445.jpg,0.0,0.0,1.0
446.jpg,1.21593e-12,0.0,1.0
447.jpg,3.5117e-38,0.0,1.0
448.jpg,0.0,0.0,1.0
449.jpg,0.0,0.0,1.0
45.jpg,0.0,0.0,1.0
450.jpg,2.5619e-13,0.0,1.0
451.jpg,6.86142e-22,0.0,1.0
452.jpg,1.19225e-27,0.0,1.0
453.jpg,0.0,0.0,1.0
454.jpg,1.32795e-36,0.0,1.0
455.jpg,3.38033e-28,0.0,1.0
456.jpg,0.0,0.0,1.0
457.jpg,0.0,0.0,1.0
458.jpg,3.90753e-25,0.0,1.0
459.jpg,0.0,0.0,1.0
46.jpg,0.0,0.0,1.0
460.jpg,0.0,0.0,1.0
461.jpg,0.0,0.0,1.0
462.jpg,0.0,0.0,1.0
463.jpg,0.0,0.0,1.0
464.jpg,3.37327e-33,0.0,1.0
465.jpg,3.9041e-19,0.0,1.0
466.jpg,0.0,0.0,1.0
467.jpg,1.2908e-31,0.0,1.0
468.jpg,4.71924e-36,0.0,1.0
469.jpg,0.0,0.0,1.0
47.jpg,0.0,0.0,1.0
470.jpg,0.0,0.0,1.0
471.jpg,9.23039e-34,0.0,1.0
472.jpg,0.0,0.0,1.0
473.jpg,7.10602e-29,0.0,1.0
474.jpg,0.0,0.0,1.0
475.jpg,4.31239e-27,0.0,1.0
476.jpg,2.95849e-16,0.0,1.0
477.jpg,2.76291e-20,0.0,1.0
478.jpg,0.0,0.0,1.0
479.jpg,0.0,0.0,1.0
48.jpg,3.18993e-27,0.0,1.0
480.jpg,0.0,0.0,1.0
481.jpg,0.0,0.0,1.0
482.jpg,0.0,0.0,1.0
483.jpg,0.0,0.0,1.0
484.jpg,0.0,0.0,1.0
485.jpg,3.3402e-27,0.0,1.0
486.jpg,0.0,0.0,1.0
487.jpg,0.0,0.0,1.0
488.jpg,0.0,0.0,1.0
489.jpg,0.0,0.0,1.0
49.jpg,1.74758e-28,0.0,1.0
490.jpg,0.0,0.0,1.0
491.jpg,0.0,0.0,1.0
492.jpg,1.92082e-24,0.0,1.0
493.jpg,3.06401e-21,0.0,1.0
494.jpg,0.0,0.0,1.0
495.jpg,9.6438e-09,0.0,1.0
496.jpg,0.0,0.0,1.0
497.jpg,2.9626e-23,0.0,1.0
498.jpg,0.0,0.0,1.0
499.jpg,4.66045e-36,0.0,1.0
5.jpg,0.0,0.0,1.0
50.jpg,2.34412e-25,0.0,1.0
500.jpg,0.0,0.0,1.0
501.jpg,0.0,0.0,1.0
502.jpg,4.64804e-07,0.0,1.0
503.jpg,1.51885e-23,0.0,1.0
504.jpg,0.0,0.0,1.0
505.jpg,2.12376e-37,0.0,1.0
506.jpg,1.01233e-15,0.0,1.0
507.jpg,9.74817e-31,0.0,1.0
508.jpg,0.0,0.0,1.0
509.jpg,0.0,0.0,1.0
51.jpg,0.0,0.0,1.0
510.jpg,5.12874e-17,0.0,1.0
511.jpg,1.62364e-25,0.0,1.0
52.jpg,2.01065e-30,0.0,1.0
53.jpg,0.0,0.0,1.0
54.jpg,0.0,0.0,1.0
55.jpg,0.0,0.0,1.0
56.jpg,3.75301e-38,0.0,1.0
57.jpg,0.0,0.0,1.0
58.jpg,0.0,0.0,1.0
59.jpg,0.0,0.0,1.0
6.jpg,0.0,0.0,1.0
60.jpg,0.0,0.0,1.0
61.jpg,0.0,0.0,1.0
62.jpg,0.0,0.0,1.0
63.jpg,0.0,0.0,1.0
64.jpg,0.0,0.0,1.0
65.jpg,2.05405e-28,0.0,1.0
66.jpg,0.0,0.0,1.0
67.jpg,1.16902e-34,0.0,1.0
68.jpg,3.86538e-17,0.0,1.0
69.jpg,0.0,0.0,1.0
7.jpg,0.0,0.0,1.0
70.jpg,0.0,0.0,1.0
71.jpg,7.09611e-34,0.0,1.0
72.jpg,2.39317e-37,0.0,1.0
73.jpg,2.17942e-36,0.0,1.0
74.jpg,0.0,0.0,1.0
75.jpg,0.0,0.0,1.0
76.jpg,3.03822e-29,0.0,1.0
77.jpg,2.9954e-33,0.0,1.0
78.jpg,0.0,0.0,1.0
79.jpg,0.0,0.0,1.0
8.jpg,4.6055e-26,0.0,1.0
80.jpg,1.81041e-22,0.0,1.0
81.jpg,1.6445e-34,0.0,1.0
82.jpg,0.0,0.0,1.0
83.jpg,0.0,0.0,1.0
84.jpg,1.59764e-28,0.0,1.0
85.jpg,0.0,0.0,1.0
86.jpg,4.95873e-32,0.0,1.0
87.jpg,0.0,0.0,1.0
88.jpg,0.0,0.0,1.0
89.jpg,7.52636e-27,0.0,1.0
9.jpg,0.0,0.0,1.0
90.jpg,0.0,0.0,1.0
91.jpg,2.44632e-35,0.0,1.0
92.jpg,0.0,0.0,1.0
93.jpg,0.0,0.0,1.0
94.jpg,2.97949e-35,0.0,1.0
95.jpg,0.0,0.0,1.0
96.jpg,0.0,0.0,1.0
97.jpg,0.0,0.0,1.0
98.jpg,1.57125e-10,0.0,1.0
99.jpg,0.0,0.0,1.0
